Year;Date;Time;Round;Stadium;City;Country;Team;Team G;Opponent;Opponent G;Observation
1998;1998-06-12 00:00:00.000;" 14:30 ";Group D;La Mosson;"Montpellier ";France;Paraguay;0;Bulgaria;0;" "
1998;1998-06-12 00:00:00.000;" 17:30 ";Group C;Stade Felix Bollaert;"Lens ";France;Denmark;1;Saudi Arabia;0;" "
1998;1998-06-12 00:00:00.000;" 17:30 ";Group C;Stade Felix Bollaert;"Lens ";France;Saudi Arabia;0;Denmark;1;" "
1998;1998-06-12 00:00:00.000;" 21:00 ";Group C;Stade Vï¿½lodrome;"Marseilles ";France;France;3;South Africa;0;" "
1998;1998-06-12 00:00:00.000;" 21:00 ";Group C;Stade Vï¿½lodrome;"Marseilles ";France;South Africa;0;France;3;" "
1998;1998-06-13 00:00:00.000;" 14:30 ";Group D;La Beaujoire;"Nantes ";France;Nigeria;3;Spain;2;" "
1998;1998-06-13 00:00:00.000;" 14:30 ";Group D;La Beaujoire;"Nantes ";France;Spain;2;Nigeria;3;" "
1998;1998-06-13 00:00:00.000;" 17:30 ";Group E;Stade de Gerland;"Lyon ";France;Korea Republic;1;Mexico;3;" "
1998;1998-06-13 00:00:00.000;" 17:30 ";Group E;Stade de Gerland;"Lyon ";France;Mexico;3;Korea Republic;1;" "
1998;1998-06-13 00:00:00.000;" 21:00 ";Group E;Stade de France;"Saint-Denis ";France;Belgium;0;Netherlands;0;" "
1998;1998-06-13 00:00:00.000;" 21:00 ";Group E;Stade de France;"Saint-Denis ";France;Netherlands;0;Belgium;0;" "
1998;1998-06-14 00:00:00.000;" 14:30 ";Group H;Stade Municipal;"Toulouse ";France;Argentina;1;Japan;0;" "
1998;1998-06-14 00:00:00.000;" 14:30 ";Group H;Stade Municipal;"Toulouse ";France;Japan;0;Argentina;1;" "
1998;1998-06-14 00:00:00.000;" 17:30 ";Group F;Stade Geoffroy Guichard;"Saint-Etienne ";France;Iran;0;Yugoslavia;1;" "
1998;1998-06-14 00:00:00.000;" 17:30 ";Group F;Stade Geoffroy Guichard;"Saint-Etienne ";France;Yugoslavia;1;Iran;0;" "
1998;1998-06-14 00:00:00.000;" 21:00 ";Group H;Stade Felix Bollaert;"Lens ";France;Croatia;3;Jamaica;1;" "
1998;1998-06-14 00:00:00.000;" 21:00 ";Group H;Stade Felix Bollaert;"Lens ";France;Jamaica;1;Croatia;3;" "
1998;1998-06-15 00:00:00.000;" 14:30 ";Group G;Stade Vï¿½lodrome;"Marseilles ";France;England;2;Tunisia;0;" "
1998;1998-06-15 00:00:00.000;" 14:30 ";Group G;Stade Vï¿½lodrome;"Marseilles ";France;Tunisia;0;England;2;" "
1998;1998-06-15 00:00:00.000;" 17:30 ";Group G;Stade de Gerland;"Lyon ";France;Colombia;0;Romania;1;" "
1998;1998-06-15 00:00:00.000;" 17:30 ";Group G;Stade de Gerland;"Lyon ";France;Romania;1;Colombia;0;" "
1998;1998-06-15 00:00:00.000;" 21:00 ";Group F;Parc des Princes;"Paris ";France;Germany;2;USA;0;" "
1998;1998-06-15 00:00:00.000;" 21:00 ";Group F;Parc des Princes;"Paris ";France;USA;0;Germany;2;" "
1998;1998-06-16 00:00:00.000;" 17:30 ";Group A;Stade du Parc Lescure;"Bordeaux ";France;Norway;1;Scotland;1;" "
1998;1998-06-16 00:00:00.000;" 17:30 ";Group A;Stade du Parc Lescure;"Bordeaux ";France;Scotland;1;Norway;1;" "
1998;1998-06-16 00:00:00.000;" 21:00 ";Group A;La Beaujoire;"Nantes ";France;Brazil;3;Morocco;0;" "
1998;1998-06-16 00:00:00.000;" 21:00 ";Group A;La Beaujoire;"Nantes ";France;Morocco;0;Brazil;3;" "
1998;1998-06-17 00:00:00.000;" 17:30 ";Group B;Stade Geoffroy Guichard;"Saint-Etienne ";France;Austria;1;Chile;1;" "
1998;1998-06-17 00:00:00.000;" 17:30 ";Group B;Stade Geoffroy Guichard;"Saint-Etienne ";France;Chile;1;Austria;1;" "
1998;1998-06-17 00:00:00.000;" 21:00 ";Group B;La Mosson;"Montpellier ";France;Cameroon;0;Italy;3;" "
1998;1998-06-17 00:00:00.000;" 21:00 ";Group B;La Mosson;"Montpellier ";France;Italy;3;Cameroon;0;" "
1998;1998-06-18 00:00:00.000;" 17:30 ";Group C;Stade Municipal;"Toulouse ";France;Denmark;1;South Africa;1;" "
1998;1998-06-18 00:00:00.000;" 17:30 ";Group C;Stade Municipal;"Toulouse ";France;South Africa;1;Denmark;1;" "
1998;1998-06-18 00:00:00.000;" 21:00 ";Group C;Stade de France;"Saint-Denis ";France;France;4;Saudi Arabia;0;" "
1998;1998-06-18 00:00:00.000;" 21:00 ";Group C;Stade de France;"Saint-Denis ";France;Saudi Arabia;0;France;4;" "
1998;1998-06-19 00:00:00.000;" 17:30 ";Group D;Parc des Princes;"Paris ";France;Bulgaria;0;Nigeria;1;" "
1998;1998-06-19 00:00:00.000;" 17:30 ";Group D;Parc des Princes;"Paris ";France;Nigeria;1;Bulgaria;0;" "
1998;1998-06-19 00:00:00.000;" 21:00 ";Group D;Stade Geoffroy Guichard;"Saint-Etienne ";France;Paraguay;0;Spain;0;" "
1998;1998-06-19 00:00:00.000;" 21:00 ";Group D;Stade Geoffroy Guichard;"Saint-Etienne ";France;Spain;0;Paraguay;0;" "
1998;1998-06-20 00:00:00.000;" 14:30 ";Group H;La Beaujoire;"Nantes ";France;Croatia;1;Japan;0;" "
1998;1998-06-20 00:00:00.000;" 14:30 ";Group H;La Beaujoire;"Nantes ";France;Japan;0;Croatia;1;" "
1998;1998-06-20 00:00:00.000;" 17:30 ";Group E;Stade du Parc Lescure;"Bordeaux ";France;Belgium;2;Mexico;2;" "
1998;1998-06-20 00:00:00.000;" 17:30 ";Group E;Stade du Parc Lescure;"Bordeaux ";France;Mexico;2;Belgium;2;" "
1998;1998-06-20 00:00:00.000;" 21:00 ";Group E;Stade Vï¿½lodrome;"Marseilles ";France;Korea Republic;0;Netherlands;5;" "
1998;1998-06-20 00:00:00.000;" 21:00 ";Group E;Stade Vï¿½lodrome;"Marseilles ";France;Netherlands;5;Korea Republic;0;" "
1998;1998-06-21 00:00:00.000;" 14:30 ";Group F;Stade Felix Bollaert;"Lens ";France;Germany;2;Yugoslavia;2;" "
1998;1998-06-21 00:00:00.000;" 14:30 ";Group F;Stade Felix Bollaert;"Lens ";France;Yugoslavia;2;Germany;2;" "
1998;1998-06-21 00:00:00.000;" 17:30 ";Group H;Parc des Princes;"Paris ";France;Argentina;5;Jamaica;0;" "
1998;1998-06-21 00:00:00.000;" 17:30 ";Group H;Parc des Princes;"Paris ";France;Jamaica;0;Argentina;5;" "
1998;1998-06-21 00:00:00.000;" 21:00 ";Group F;Stade de Gerland;"Lyon ";France;Iran;2;USA;1;" "
1998;1998-06-21 00:00:00.000;" 21:00 ";Group F;Stade de Gerland;"Lyon ";France;USA;1;Iran;2;" "
1998;1998-06-22 00:00:00.000;" 17:30 ";Group G;La Mosson;"Montpellier ";France;Colombia;1;Tunisia;0;" "
1998;1998-06-22 00:00:00.000;" 17:30 ";Group G;La Mosson;"Montpellier ";France;Tunisia;0;Colombia;1;" "
1998;1998-06-22 00:00:00.000;" 21:00 ";Group G;Stade Municipal;"Toulouse ";France;England;1;Romania;2;" "
1998;1998-06-22 00:00:00.000;" 21:00 ";Group G;Stade Municipal;"Toulouse ";France;Romania;2;England;1;" "
1998;1998-06-23 00:00:00.000;" 16:00 ";Group B;La Beaujoire;"Nantes ";France;Cameroon;1;Chile;1;" "
1998;1998-06-23 00:00:00.000;" 16:00 ";Group B;La Beaujoire;"Nantes ";France;Chile;1;Cameroon;1;" "
1998;1998-06-23 00:00:00.000;" 16:00 ";Group B;Stade de France;"Saint-Denis ";France;Austria;1;Italy;2;" "
1998;1998-06-23 00:00:00.000;" 16:00 ";Group B;Stade de France;"Saint-Denis ";France;Italy;2;Austria;1;" "
1998;1998-06-23 00:00:00.000;" 21:00 ";Group A;Stade Geoffroy Guichard;"Saint-Etienne ";France;Morocco;3;Scotland;0;" "
1998;1998-06-23 00:00:00.000;" 21:00 ";Group A;Stade Geoffroy Guichard;"Saint-Etienne ";France;Scotland;0;Morocco;3;" "
1998;1998-06-23 00:00:00.000;" 21:00 ";Group A;Stade Vï¿½lodrome;"Marseilles ";France;Brazil;1;Norway;2;" "
1998;1998-06-23 00:00:00.000;" 21:00 ";Group A;Stade Vï¿½lodrome;"Marseilles ";France;Norway;2;Brazil;1;" "
1998;1998-06-24 00:00:00.000;" 16:00 ";Group C;Stade de Gerland;"Lyon ";France;Denmark;1;France;2;" "
1998;1998-06-24 00:00:00.000;" 16:00 ";Group C;Stade de Gerland;"Lyon ";France;France;2;Denmark;1;" "
1998;1998-06-24 00:00:00.000;" 16:00 ";Group C;Stade du Parc Lescure;"Bordeaux ";France;Saudi Arabia;2;South Africa;2;" "
1998;1998-06-24 00:00:00.000;" 16:00 ";Group C;Stade du Parc Lescure;"Bordeaux ";France;South Africa;2;Saudi Arabia;2;" "
1998;1998-06-24 00:00:00.000;" 21:00 ";Group D;Stade Felix Bollaert;"Lens ";France;Bulgaria;1;Spain;6;" "
1998;1998-06-24 00:00:00.000;" 21:00 ";Group D;Stade Felix Bollaert;"Lens ";France;Spain;6;Bulgaria;1;" "
1998;1998-06-24 00:00:00.000;" 21:00 ";Group D;Stade Municipal;"Toulouse ";France;Nigeria;1;Paraguay;3;" "
1998;1998-06-24 00:00:00.000;" 21:00 ";Group D;Stade Municipal;"Toulouse ";France;Paraguay;3;Nigeria;1;" "
1998;1998-06-25 00:00:00.000;" 16:00 ";Group E;Parc des Princes;"Paris ";France;Belgium;1;Korea Republic;1;" "
1998;1998-06-25 00:00:00.000;" 16:00 ";Group E;Parc des Princes;"Paris ";France;Korea Republic;1;Belgium;1;" "
1998;1998-06-25 00:00:00.000;" 16:00 ";Group E;Stade Geoffroy Guichard;"Saint-Etienne ";France;Mexico;2;Netherlands;2;" "
1998;1998-06-25 00:00:00.000;" 16:00 ";Group E;Stade Geoffroy Guichard;"Saint-Etienne ";France;Netherlands;2;Mexico;2;" "
1998;1998-06-25 00:00:00.000;" 21:00 ";Group F;La Beaujoire;"Nantes ";France;USA;0;Yugoslavia;1;" "
1998;1998-06-25 00:00:00.000;" 21:00 ";Group F;La Beaujoire;"Nantes ";France;Yugoslavia;1;USA;0;" "
1998;1998-06-25 00:00:00.000;" 21:00 ";Group F;La Mosson;"Montpellier ";France;Germany;2;Iran;0;" "
1998;1998-06-25 00:00:00.000;" 21:00 ";Group F;La Mosson;"Montpellier ";France;Iran;0;Germany;2;" "
1998;1998-06-26 00:00:00.000;" 16:00 ";Group H;Stade de Gerland;"Lyon ";France;Jamaica;2;Japan;1;" "
1998;1998-06-26 00:00:00.000;" 16:00 ";Group H;Stade de Gerland;"Lyon ";France;Japan;1;Jamaica;2;" "
1998;1998-06-26 00:00:00.000;" 16:00 ";Group H;Stade du Parc Lescure;"Bordeaux ";France;Argentina;1;Croatia;0;" "
1998;1998-06-26 00:00:00.000;" 16:00 ";Group H;Stade du Parc Lescure;"Bordeaux ";France;Croatia;0;Argentina;1;" "
1998;1998-06-26 00:00:00.000;" 21:00 ";Group G;Stade de France;"Saint-Denis ";France;Romania;1;Tunisia;1;" "
1998;1998-06-26 00:00:00.000;" 21:00 ";Group G;Stade de France;"Saint-Denis ";France;Tunisia;1;Romania;1;" "
1998;1998-06-26 00:00:00.000;" 21:00 ";Group G;Stade Felix Bollaert;"Lens ";France;Colombia;0;England;2;" "
1998;1998-06-26 00:00:00.000;" 21:00 ";Group G;Stade Felix Bollaert;"Lens ";France;England;2;Colombia;0;" "
1998;1998-06-27 00:00:00.000;" 16:30 ";Round of 16;Stade Vï¿½lodrome;"Marseilles ";France;Italy;1;Norway;0;" "
1998;1998-06-27 00:00:00.000;" 16:30 ";Round of 16;Stade Vï¿½lodrome;"Marseilles ";France;Norway;0;Italy;1;" "
1998;1998-06-27 00:00:00.000;" 21:00 ";Round of 16;Parc des Princes;"Paris ";France;Brazil;4;Chile;1;" "
1998;1998-06-27 00:00:00.000;" 21:00 ";Round of 16;Parc des Princes;"Paris ";France;Chile;1;Brazil;4;" "
1998;1998-06-28 00:00:00.000;" 16:30 ";Round of 16;Stade Felix Bollaert;"Lens ";France;France;1;Paraguay;0;"France win after extra time "
1998;1998-06-28 00:00:00.000;" 16:30 ";Round of 16;Stade Felix Bollaert;"Lens ";France;Paraguay;0;France;1;"France win after extra time "
1998;1998-06-28 00:00:00.000;" 21:00 ";Round of 16;Stade de France;"Saint-Denis ";France;Denmark;4;Nigeria;1;" "
1998;1998-06-28 00:00:00.000;" 21:00 ";Round of 16;Stade de France;"Saint-Denis ";France;Nigeria;1;Denmark;4;" "
1998;1998-06-29 00:00:00.000;" 16:30 ";Round of 16;La Mosson;"Montpellier ";France;Germany;2;Mexico;1;" "
1998;1998-06-29 00:00:00.000;" 16:30 ";Round of 16;La Mosson;"Montpellier ";France;Mexico;1;Germany;2;" "
1998;1998-06-29 00:00:00.000;" 21:00 ";Round of 16;Stade Municipal;"Toulouse ";France;Netherlands;2;Yugoslavia;1;" "
1998;1998-06-29 00:00:00.000;" 21:00 ";Round of 16;Stade Municipal;"Toulouse ";France;Yugoslavia;1;Netherlands;2;" "
1998;1998-06-30 00:00:00.000;" 16:30 ";Round of 16;Stade du Parc Lescure;"Bordeaux ";France;Croatia;1;Romania;0;" "
1998;1998-06-30 00:00:00.000;" 16:30 ";Round of 16;Stade du Parc Lescure;"Bordeaux ";France;Romania;0;Croatia;1;" "
1998;1998-06-30 00:00:00.000;" 21:00 ";Round of 16;Stade Geoffroy Guichard;"Saint-Etienne ";France;Argentina;2;England;2;"Argentina win on penalties (4 - 3) "
1998;1998-06-30 00:00:00.000;" 21:00 ";Round of 16;Stade Geoffroy Guichard;"Saint-Etienne ";France;England;2;Argentina;2;"Argentina win on penalties (4 - 3) "
1998;1998-07-03 00:00:00.000;" 16:30 ";Quarter-finals;Stade de France;"Saint-Denis ";France;France;0;Italy;0;"France win on penalties (3 - 4) "
1998;1998-07-03 00:00:00.000;" 16:30 ";Quarter-finals;Stade de France;"Saint-Denis ";France;Italy;0;France;0;"France win on penalties (3 - 4) "
1998;1998-07-03 00:00:00.000;" 21:00 ";Quarter-finals;La Beaujoire;"Nantes ";France;Brazil;3;Denmark;2;" "
1998;1998-07-03 00:00:00.000;" 21:00 ";Quarter-finals;La Beaujoire;"Nantes ";France;Denmark;2;Brazil;3;" "
1998;1998-07-04 00:00:00.000;" 16:30 ";Quarter-finals;Stade Vï¿½lodrome;"Marseilles ";France;Argentina;1;Netherlands;2;" "
1998;1998-07-04 00:00:00.000;" 16:30 ";Quarter-finals;Stade Vï¿½lodrome;"Marseilles ";France;Netherlands;2;Argentina;1;" "
1998;1998-07-04 00:00:00.000;" 21:00 ";Quarter-finals;Stade de Gerland;"Lyon ";France;Croatia;3;Germany;0;" "
1998;1998-07-04 00:00:00.000;" 21:00 ";Quarter-finals;Stade de Gerland;"Lyon ";France;Germany;0;Croatia;3;" "
1998;1998-07-07 00:00:00.000;" 21:00 ";Semi-finals;Stade Vï¿½lodrome;"Marseilles ";France;Brazil;1;Netherlands;1;"Brazil win on penalties (4 - 2) "
1998;1998-07-07 00:00:00.000;" 21:00 ";Semi-finals;Stade Vï¿½lodrome;"Marseilles ";France;Netherlands;1;Brazil;1;"Brazil win on penalties (4 - 2) "
1998;1998-07-08 00:00:00.000;" 21:00 ";Semi-finals;Stade de France;"Saint-Denis ";France;Croatia;1;France;2;" "
1998;1998-07-08 00:00:00.000;" 21:00 ";Semi-finals;Stade de France;"Saint-Denis ";France;France;2;Croatia;1;" "
1998;1998-07-11 00:00:00.000;" 21:00 ";Match for third place;Parc des Princes;"Paris ";France;Croatia;2;Netherlands;1;" "
1998;1998-07-11 00:00:00.000;" 21:00 ";Match for third place;Parc des Princes;"Paris ";France;Netherlands;1;Croatia;2;" "
1998;1998-07-12 00:00:00.000;" 21:00 ";Final;Stade de France;"Saint-Denis ";France;Brazil;0;France;3;" "
1998;1998-07-12 00:00:00.000;" 21:00 ";Final;Stade de France;"Saint-Denis ";France;France;3;Brazil;0;" "
2002;2002-05-31 00:00:00.000;" 20:30 ";Group A;Seoul World Cup Stadium;"Seoul ";Korea/Japan;France;0;Senegal;1;" "
2002;2002-05-31 00:00:00.000;" 20:30 ";Group A;Seoul World Cup Stadium;"Seoul ";Korea/Japan;Senegal;1;France;0;" "
2002;2002-06-01 00:00:00.000;" 15:30 ";Group E;Niigata Stadium Big Swan;"Niigata ";Korea/Japan;Cameroon;1;Republic of Ireland;1;" "
2002;2002-06-01 00:00:00.000;" 15:30 ";Group E;Niigata Stadium Big Swan;"Niigata ";Korea/Japan;Republic of Ireland;1;Cameroon;1;" "
2002;2002-06-01 00:00:00.000;" 18:00 ";Group A;Munsu Football Stadium;"Ulsan ";Korea/Japan;Denmark;2;Uruguay;1;" "
2002;2002-06-01 00:00:00.000;" 18:00 ";Group A;Munsu Football Stadium;"Ulsan ";Korea/Japan;Uruguay;1;Denmark;2;" "
2002;2002-06-01 00:00:00.000;" 20:30 ";Group E;Sapporo Dome;"Sapporo ";Korea/Japan;Germany;8;Saudi Arabia;0;" "
2002;2002-06-01 00:00:00.000;" 20:30 ";Group E;Sapporo Dome;"Sapporo ";Korea/Japan;Saudi Arabia;0;Germany;8;" "
2002;2002-06-02 00:00:00.000;" 14:30 ";Group F;Kashima Stadium;"Ibaraki ";Korea/Japan;Argentina;1;Nigeria;0;" "
2002;2002-06-02 00:00:00.000;" 14:30 ";Group F;Kashima Stadium;"Ibaraki ";Korea/Japan;Nigeria;0;Argentina;1;" "
2002;2002-06-02 00:00:00.000;" 16:30 ";Group B;Busan Asiad Main Stadium;"Busan ";Korea/Japan;Paraguay;2;South Africa;2;" "
2002;2002-06-02 00:00:00.000;" 16:30 ";Group B;Busan Asiad Main Stadium;"Busan ";Korea/Japan;South Africa;2;Paraguay;2;" "
2002;2002-06-02 00:00:00.000;" 18:30 ";Group F;Saitama Stadium 2002;"Saitama ";Korea/Japan;England;1;Sweden;1;" "
2002;2002-06-02 00:00:00.000;" 18:30 ";Group F;Saitama Stadium 2002;"Saitama ";Korea/Japan;Sweden;1;England;1;" "
2002;2002-06-02 00:00:00.000;" 20:30 ";Group B;Gwangju World Cup Stadium;"Gwangju ";Korea/Japan;Slovenia;1;Spain;3;" "
2002;2002-06-02 00:00:00.000;" 20:30 ";Group B;Gwangju World Cup Stadium;"Gwangju ";Korea/Japan;Spain;3;Slovenia;1;" "
2002;2002-06-03 00:00:00.000;" 15:30 ";Group G;Niigata Stadium Big Swan;"Niigata ";Korea/Japan;Croatia;0;Mexico;1;" "
2002;2002-06-03 00:00:00.000;" 15:30 ";Group G;Niigata Stadium Big Swan;"Niigata ";Korea/Japan;Mexico;1;Croatia;0;" "
2002;2002-06-03 00:00:00.000;" 18:00 ";Group C;Munsu Football Stadium;"Ulsan ";Korea/Japan;Brazil;2;Turkey;1;" "
2002;2002-06-03 00:00:00.000;" 18:00 ";Group C;Munsu Football Stadium;"Ulsan ";Korea/Japan;Turkey;1;Brazil;2;" "
2002;2002-06-03 00:00:00.000;" 20:30 ";Group G;Sapporo Dome;"Sapporo ";Korea/Japan;Ecuador;0;Italy;2;" "
2002;2002-06-03 00:00:00.000;" 20:30 ";Group G;Sapporo Dome;"Sapporo ";Korea/Japan;Italy;2;Ecuador;0;" "
2002;2002-06-04 00:00:00.000;" 15:30 ";Group C;Gwangju World Cup Stadium;"Gwangju ";Korea/Japan;China PR;0;Costa Rica;2;" "
2002;2002-06-04 00:00:00.000;" 15:30 ";Group C;Gwangju World Cup Stadium;"Gwangju ";Korea/Japan;Costa Rica;2;China PR;0;" "
2002;2002-06-04 00:00:00.000;" 18:00 ";Group H;Saitama Stadium 2002;"Saitama ";Korea/Japan;Belgium;2;Japan;2;" "
2002;2002-06-04 00:00:00.000;" 18:00 ";Group H;Saitama Stadium 2002;"Saitama ";Korea/Japan;Japan;2;Belgium;2;" "
2002;2002-06-04 00:00:00.000;" 20:30 ";Group D;Busan Asiad Main Stadium;"Busan ";Korea/Japan;Korea Republic;2;Poland;0;" "
2002;2002-06-04 00:00:00.000;" 20:30 ";Group D;Busan Asiad Main Stadium;"Busan ";Korea/Japan;Poland;0;Korea Republic;2;" "
2002;2002-06-05 00:00:00.000;" 15:30 ";Group H;Kobe Wing Stadium;"Kobe ";Korea/Japan;Russia;2;Tunisia;0;" "
2002;2002-06-05 00:00:00.000;" 15:30 ";Group H;Kobe Wing Stadium;"Kobe ";Korea/Japan;Tunisia;0;Russia;2;" "
2002;2002-06-05 00:00:00.000;" 18:00 ";Group D;Suwon World Cup Stadium;"Suwon ";Korea/Japan;Portugal;2;USA;3;" "
2002;2002-06-05 00:00:00.000;" 18:00 ";Group D;Suwon World Cup Stadium;"Suwon ";Korea/Japan;USA;3;Portugal;2;" "
2002;2002-06-05 00:00:00.000;" 20:30 ";Group E;Kashima Stadium;"Ibaraki ";Korea/Japan;Germany;1;Republic of Ireland;1;" "
2002;2002-06-05 00:00:00.000;" 20:30 ";Group E;Kashima Stadium;"Ibaraki ";Korea/Japan;Republic of Ireland;1;Germany;1;" "
2002;2002-06-06 00:00:00.000;" 15:30 ";Group A;Daegu World Cup Stadium;"Daegu ";Korea/Japan;Denmark;1;Senegal;1;" "
2002;2002-06-06 00:00:00.000;" 15:30 ";Group A;Daegu World Cup Stadium;"Daegu ";Korea/Japan;Senegal;1;Denmark;1;" "
2002;2002-06-06 00:00:00.000;" 18:00 ";Group E;Saitama Stadium 2002;"Saitama ";Korea/Japan;Cameroon;1;Saudi Arabia;0;" "
2002;2002-06-06 00:00:00.000;" 18:00 ";Group E;Saitama Stadium 2002;"Saitama ";Korea/Japan;Saudi Arabia;0;Cameroon;1;" "
2002;2002-06-06 00:00:00.000;" 20:30 ";Group A;Busan Asiad Main Stadium;"Busan ";Korea/Japan;France;0;Uruguay;0;" "
2002;2002-06-06 00:00:00.000;" 20:30 ";Group A;Busan Asiad Main Stadium;"Busan ";Korea/Japan;Uruguay;0;France;0;" "
2002;2002-06-07 00:00:00.000;" 15:30 ";Group F;Kobe Wing Stadium;"Kobe ";Korea/Japan;Nigeria;1;Sweden;2;" "
2002;2002-06-07 00:00:00.000;" 15:30 ";Group F;Kobe Wing Stadium;"Kobe ";Korea/Japan;Sweden;2;Nigeria;1;" "
2002;2002-06-07 00:00:00.000;" 18:00 ";Group B;Jeonju World Cup Stadium;"Jeonju ";Korea/Japan;Paraguay;1;Spain;3;" "
2002;2002-06-07 00:00:00.000;" 18:00 ";Group B;Jeonju World Cup Stadium;"Jeonju ";Korea/Japan;Spain;3;Paraguay;1;" "
2002;2002-06-07 00:00:00.000;" 20:30 ";Group F;Sapporo Dome;"Sapporo ";Korea/Japan;Argentina;0;England;1;" "
2002;2002-06-07 00:00:00.000;" 20:30 ";Group F;Sapporo Dome;"Sapporo ";Korea/Japan;England;1;Argentina;0;" "
2002;2002-06-08 00:00:00.000;" 15:30 ";Group B;Daegu World Cup Stadium;"Daegu ";Korea/Japan;Slovenia;0;South Africa;1;" "
2002;2002-06-08 00:00:00.000;" 15:30 ";Group B;Daegu World Cup Stadium;"Daegu ";Korea/Japan;South Africa;1;Slovenia;0;" "
2002;2002-06-08 00:00:00.000;" 18:00 ";Group G;Kashima Stadium;"Ibaraki ";Korea/Japan;Croatia;2;Italy;1;" "
2002;2002-06-08 00:00:00.000;" 18:00 ";Group G;Kashima Stadium;"Ibaraki ";Korea/Japan;Italy;1;Croatia;2;" "
2002;2002-06-08 00:00:00.000;" 20:30 ";Group C;Jeju World Cup Stadium;"Jeju ";Korea/Japan;Brazil;4;China PR;0;" "
2002;2002-06-08 00:00:00.000;" 20:30 ";Group C;Jeju World Cup Stadium;"Jeju ";Korea/Japan;China PR;0;Brazil;4;" "
2002;2002-06-09 00:00:00.000;" 15:30 ";Group G;Miyagi Stadium;"Rifu ";Korea/Japan;Ecuador;1;Mexico;2;" "
2002;2002-06-09 00:00:00.000;" 15:30 ";Group G;Miyagi Stadium;"Rifu ";Korea/Japan;Mexico;2;Ecuador;1;" "
2002;2002-06-09 00:00:00.000;" 18:00 ";Group C;Incheon Football Stadium;"Incheon ";Korea/Japan;Costa Rica;1;Turkey;1;" "
2002;2002-06-09 00:00:00.000;" 18:00 ";Group C;Incheon Football Stadium;"Incheon ";Korea/Japan;Turkey;1;Costa Rica;1;" "
2002;2002-06-09 00:00:00.000;" 20:30 ";Group H;International Stadium Yokohama;"Yokohama ";Korea/Japan;Japan;1;Russia;0;" "
2002;2002-06-09 00:00:00.000;" 20:30 ";Group H;International Stadium Yokohama;"Yokohama ";Korea/Japan;Russia;0;Japan;1;" "
2002;2002-06-10 00:00:00.000;" 15:30 ";Group D;Daegu World Cup Stadium;"Daegu ";Korea/Japan;Korea Republic;1;USA;1;" "
2002;2002-06-10 00:00:00.000;" 15:30 ";Group D;Daegu World Cup Stadium;"Daegu ";Korea/Japan;USA;1;Korea Republic;1;" "
2002;2002-06-10 00:00:00.000;" 18:00 ";Group H;Oita Stadium Big Eye;"Oita ";Korea/Japan;Belgium;1;Tunisia;1;" "
2002;2002-06-10 00:00:00.000;" 18:00 ";Group H;Oita Stadium Big Eye;"Oita ";Korea/Japan;Tunisia;1;Belgium;1;" "
2002;2002-06-10 00:00:00.000;" 20:30 ";Group D;Jeonju World Cup Stadium;"Jeonju ";Korea/Japan;Poland;0;Portugal;4;" "
2002;2002-06-10 00:00:00.000;" 20:30 ";Group D;Jeonju World Cup Stadium;"Jeonju ";Korea/Japan;Portugal;4;Poland;0;" "
2002;2002-06-11 00:00:00.000;" 15:30 ";Group A;Incheon Football Stadium;"Incheon ";Korea/Japan;Denmark;2;France;0;" "
2002;2002-06-11 00:00:00.000;" 15:30 ";Group A;Incheon Football Stadium;"Incheon ";Korea/Japan;France;0;Denmark;2;" "
2002;2002-06-11 00:00:00.000;" 15:30 ";Group A;Suwon World Cup Stadium;"Suwon ";Korea/Japan;Senegal;3;Uruguay;3;" "
2002;2002-06-11 00:00:00.000;" 15:30 ";Group A;Suwon World Cup Stadium;"Suwon ";Korea/Japan;Uruguay;3;Senegal;3;" "
2002;2002-06-11 00:00:00.000;" 20:30 ";Group E;International Stadium Yokohama;"Yokohama ";Korea/Japan;Republic of Ireland;3;Saudi Arabia;0;" "
2002;2002-06-11 00:00:00.000;" 20:30 ";Group E;International Stadium Yokohama;"Yokohama ";Korea/Japan;Saudi Arabia;0;Republic of Ireland;3;" "
2002;2002-06-11 00:00:00.000;" 20:30 ";Group E;Shizuoka Stadium Ecopa;"Shizuoka ";Korea/Japan;Cameroon;0;Germany;2;" "
2002;2002-06-11 00:00:00.000;" 20:30 ";Group E;Shizuoka Stadium Ecopa;"Shizuoka ";Korea/Japan;Germany;2;Cameroon;0;" "
2002;2002-06-12 00:00:00.000;" 15:30 ";Group F;Miyagi Stadium;"Rifu ";Korea/Japan;Argentina;1;Sweden;1;" "
2002;2002-06-12 00:00:00.000;" 15:30 ";Group F;Miyagi Stadium;"Rifu ";Korea/Japan;Sweden;1;Argentina;1;" "
2002;2002-06-12 00:00:00.000;" 15:30 ";Group F;Osaka Nagai Stadium;"Osaka ";Korea/Japan;England;0;Nigeria;0;" "
2002;2002-06-12 00:00:00.000;" 15:30 ";Group F;Osaka Nagai Stadium;"Osaka ";Korea/Japan;Nigeria;0;England;0;" "
2002;2002-06-12 00:00:00.000;" 20:30 ";Group B;Daejeon World Cup Stadium;"Daejeon ";Korea/Japan;South Africa;2;Spain;3;" "
2002;2002-06-12 00:00:00.000;" 20:30 ";Group B;Daejeon World Cup Stadium;"Daejeon ";Korea/Japan;Spain;3;South Africa;2;" "
